"","input_number","input","target_number","target","name","description","namespace"
"1362",1362,"AT5G52310","1362.1","AT5G52310","LTI78","low-temperature-responsive protein 78 (LTI78) / desiccation-responsive protein 29A (RD29A) [Source:NCBI gene (formerly Entrezgene);Acc:835307]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1363",1363,"AT5G51200","1363.1","AT5G51200","EMB3142","nuclear pore complex protein (DUF3414) [Source:NCBI gene (formerly Entrezgene);Acc:835195]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1364",1364,"AT5G14890","1364.1","AT5G14890","AT5G14890","potassium transporter [Source:NCBI gene (formerly Entrezgene);Acc:831341]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1365",1365,"AT5G01760","1365.1","AT5G01760","AT5G01760","ENTH/VHS/GAT family protein [Source:NCBI gene (formerly Entrezgene);Acc:831682]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1366",1366,"AT5G45820","1366.1","AT5G45820","CIPK20","CBL-interacting protein kinase 20 [Source:NCBI gene (formerly Entrezgene);Acc:834622]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1367",1367,"AT5G61430","1367.1","AT5G61430","NAC100","NAC domain containing protein 100 [Source:NCBI gene (formerly Entrezgene);Acc:836264]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1368",1368,"AT5G54720","1368.1","AT5G54720","AT5G54720","Ankyrin repeat family protein [Source:NCBI gene (formerly Entrezgene);Acc:835561]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1369",1369,"AT5G23360","1369.1","AT5G23360","AT5G23360","GRAM domain-containing protein / ABA-responsive protein-like protein [Source:NCBI gene (formerly Entrezgene);Acc:832400]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1370",1370,"AT5G17420","1370.1","AT5G17420","IRX3","Cellulose synthase family protein [Source:NCBI gene (formerly Entrezgene);Acc:831608]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1371",1371,"AT5G64870","1371.1","AT5G64870","AT5G64870","SPFH/Band 7/PHB domain-containing membrane-associated protein family [Source:NCBI gene (formerly Entrezgene);Acc:836610]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1372",1372,"AT5G14000","1372.1","AT5G14000","NAC084","NAC domain containing protein 84 [Source:NCBI gene (formerly Entrezgene);Acc:831248]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1373",1373,"AT5G61520","1373.1","AT5G61520","AT5G61520","Major facilitator superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:836273]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1374",1374,"AT5G33280","1374.1","AT5G33280","AT5G33280","Voltage-gated chloride channel family protein [Source:NCBI gene (formerly Entrezgene);Acc:833300]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1375",1375,"AT5G50820","1375.1","AT5G50820","NAC097","NAC domain containing protein 97 [Source:NCBI gene (formerly Entrezgene);Acc:835154]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1376",1376,"AT5G03140","1376.1","AT5G03140","AT5G03140","Concanavalin A-like lectin protein kinase family protein [Source:NCBI gene (formerly Entrezgene);Acc:831590]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1377",1377,"AT5G51990","1377.1","AT5G51990","CBF4","C-repeat-binding factor 4 [Source:NCBI gene (formerly Entrezgene);Acc:835274]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1378",1378,"AT5G05690","1378.1","AT5G05690","CPD","Cytochrome P450 superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:830453]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1379",1379,"AT5G61780","1379.1","AT5G61780","Tudor2","TUDOR-SN protein 2 [Source:NCBI gene (formerly Entrezgene);Acc:836300]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1380",1380,"AT5G48170","1380.1","AT5G48170","SLY2","F-box family protein [Source:NCBI gene (formerly Entrezgene);Acc:834869]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1381",1381,"AT5G57015","1381.1","AT5G57015","ckl12","casein kinase I-like 12 [Source:NCBI gene (formerly Entrezgene);Acc:835804]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1382",1382,"AT5G59400","1382.1","AT5G59400","AT5G59400","PGR5-like A protein [Source:NCBI gene (formerly Entrezgene);Acc:836059]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1383",1383,"AT5G49700","1383.1","AT5G49700","AT5G49700","Putative AT-hook DNA-binding family protein [Source:NCBI gene (formerly Entrezgene);Acc:835033]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1384",1384,"AT5G42440","1384.1","AT5G42440","AT5G42440","Protein kinase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:834250]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1385",1385,"AT5G45510","1385.1","AT5G45510","AT5G45510","Leucine-rich repeat (LRR) family protein [Source:NCBI gene (formerly Entrezgene);Acc:834587]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1386",1386,"AT5G03720","1386.1","AT5G03720","HSFA3","heat shock transcription factor A3 [Source:NCBI gene (formerly Entrezgene);Acc:831749]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1387",1387,"AT5G56860","1387.1","AT5G56860","GNC","GATA type zinc finger transcription factor family protein [Source:NCBI gene (formerly Entrezgene);Acc:835788]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1388",1388,"AT5G63770","1388.1","AT5G63770","DGK2","diacylglycerol kinase 2 [Source:NCBI gene (formerly Entrezgene);Acc:836497]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1389",1389,"AT5G03270","1389.1","AT5G03270","LOG6","lysine decarboxylase family protein [Source:NCBI gene (formerly Entrezgene);Acc:831890]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1390",1390,"AT5G13730","1390.1","AT5G13730","SIG4","sigma factor 4 [Source:NCBI gene (formerly Entrezgene);Acc:831218]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1391",1391,"AT5G40540","1391.1","AT5G40540","AT5G40540","Protein kinase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:834052]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1392",1392,"AT5G22750","1392.1","AT5G22750","RAD5","DNA/RNA helicase protein [Source:NCBI gene (formerly Entrezgene);Acc:832338]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1393",1393,"AT5G23320","1393.1","AT5G23320","STE14A","S-isoprenylcysteine O-methyltransferase [Source:NCBI gene (formerly Entrezgene);Acc:832396]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1394",1394,"AT5G16010","1394.1","AT5G16010","AT5G16010","3-oxo-5-alpha-steroid 4-dehydrogenase family protein [Source:NCBI gene (formerly Entrezgene);Acc:831458]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1395",1395,"AT5G43040","1395.1","AT5G43040","AT5G43040","Cysteine/Histidine-rich C1 domain family protein [Source:NCBI gene (formerly Entrezgene);Acc:834319]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1396",1396,"AT5G35735","1396.1","AT5G35735","AT5G35735","Auxin-responsive family protein [Source:NCBI gene (formerly Entrezgene);Acc:833550]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1397",1397,"AT5G66130","1397.1","AT5G66130","ATRAD17","RADIATION SENSITIVE 17 [Source:NCBI gene (formerly Entrezgene);Acc:836745]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1398",1398,"AT5G48020","1398.1","AT5G48020","AT5G48020","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:834853]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1399",1399,"AT5G09930","1399.1","AT5G09930","ABCF2","ABC transporter family protein [Source:NCBI gene (formerly Entrezgene);Acc:830854]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1400",1400,"AT5G36220","1400.1","AT5G36220","CYP81D1","cytochrome p450 81d1 [Source:NCBI gene (formerly Entrezgene);Acc:833619]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1401",1401,"AT5G40690","1401.1","AT5G40690","AT5G40690","histone-lysine N-methyltransferase trithorax-like protein [Source:NCBI gene (formerly Entrezgene);Acc:834069]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1402",1402,"AT5G48820","1402.1","AT5G48820","ICK6","inhibitor/interactor with cyclin-dependent kinase [Source:NCBI gene (formerly Entrezgene);Acc:834940]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1403",1403,"AT5G24260","1403.1","AT5G24260","AT5G24260","prolyl oligopeptidase family protein [Source:NCBI gene (formerly Entrezgene);Acc:832493]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1404",1404,"AT5G16650","1404.1","AT5G16650","AT5G16650","Chaperone DnaJ-domain superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:831527]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1405",1405,"AT5G63380","1405.1","AT5G63380","AT5G63380","AMP-dependent synthetase and ligase family protein [Source:NCBI gene (formerly Entrezgene);Acc:836457]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1406",1406,"AT5G43650","1406.1","AT5G43650","BHLH92","basic helix-loop-helix (bHLH) DNA-binding superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:834385]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1407",1407,"AT5G50100","1407.1","AT5G50100","AT5G50100","Putative thiol-disulfide oxidoreductase DCC [Source:NCBI gene (formerly Entrezgene);Acc:835074]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1408",1408,"AT5G13100","1408.1","AT5G13100","AT5G13100","Gap junction beta-4 protein [Source:NCBI gene (formerly Entrezgene);Acc:831149]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1409",1409,"AT5G01710","1409.1","AT5G01710","AT5G01710","methyltransferase [Source:NCBI gene (formerly Entrezgene);Acc:831693]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1410",1410,"AT5G23920","1410.1","AT5G23920","AT5G23920","transmembrane protein [Source:NCBI gene (formerly Entrezgene);Acc:832457]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1411",1411,"AT5G52020","1411.1","AT5G52020","AT5G52020","Integrase-type DNA-binding superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:835277]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1412",1412,"AT5G44370","1412.1","AT5G44370","PHT4;6","phosphate transporter 4;6 [Source:NCBI gene (formerly Entrezgene);Acc:834463]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1413",1413,"AT5G36920","1413.1","AT5G36920","AT5G36920","transmembrane protein [Source:NCBI gene (formerly Entrezgene);Acc:833660]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1414",1414,"AT5G40210","1414.1","AT5G40210","UMAMIT42","nodulin MtN21 /EamA-like transporter family protein [Source:NCBI gene (formerly Entrezgene);Acc:834019]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1415",1415,"AT5G10750","1415.1","AT5G10750","AT5G10750","enhanced disease resistance-like protein (DUF1336) [Source:NCBI gene (formerly Entrezgene);Acc:830942]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1416",1416,"AT5G39360","1416.1","AT5G39360","EDL2","EID1-like 2 [Source:NCBI gene (formerly Entrezgene);Acc:833932]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1417",1417,"AT5G14200","1417.1","AT5G14200","IMD1","isopropylmalate dehydrogenase 1 [Source:NCBI gene (formerly Entrezgene);Acc:831270]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1418",1418,"AT5G07860","1418.1","AT5G07860","AT5G07860","HXXXD-type acyl-transferase family protein [Source:NCBI gene (formerly Entrezgene);Acc:830679]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1419",1419,"AT5G26570","1419.1","AT5G26570","PWD","chloroplastidic phosphoglucan, water dikinase (ATGWD3) [Source:NCBI gene (formerly Entrezgene);Acc:832706]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1420",1420,"AT5G10625","1420.1","AT5G10625","AT5G10625","flowering-promoting factor-like protein [Source:NCBI gene (formerly Entrezgene);Acc:2745983]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1421",1421,"AT5G66850","1421.1","AT5G66850","MAPKKK5","mitogen-activated protein kinase kinase kinase 5 [Source:NCBI gene (formerly Entrezgene);Acc:836819]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1422",1422,"AT5G62920","1422.1","AT5G62920","ARR6","response regulator 6 [Source:NCBI gene (formerly Entrezgene);Acc:836412]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1423",1423,"AT5G09300","1423.1","AT5G09300","AT5G09300","Thiamin diphosphate-binding fold (THDP-binding) superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:830789]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1424",1424,"AT5G12200","1424.1","AT5G12200","PYD2","pyrimidine 2 [Source:NCBI gene (formerly Entrezgene);Acc:831093]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1425",1425,"AT5G35170","1425.1","AT5G35170","AT5G35170","adenylate kinase family protein [Source:NCBI gene (formerly Entrezgene);Acc:833471]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1426",1426,"AT5G08640","1426.1","AT5G08640","FLS1","flavonol synthase 1 [Source:NCBI gene (formerly Entrezgene);Acc:830765]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1427",1427,"AT5G25040","1427.1","AT5G25040","AT5G25040","Major facilitator superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:832574]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1428",1428,"AT5G06300","1428.1","AT5G06300","LOG7","Putative lysine decarboxylase family protein [Source:NCBI gene (formerly Entrezgene);Acc:830518]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1429",1429,"AT5G22690","1429.1","AT5G22690","AT5G22690","Disease resistance protein (TIR-NBS-LRR class) family [Source:NCBI gene (formerly Entrezgene);Acc:832332]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1430",1430,"AT5G24810","1430.1","AT5G24810","AT5G24810","ABC1 family protein [Source:NCBI gene (formerly Entrezgene);Acc:832550]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1431",1431,"AT5G61090","1431.1","AT5G61090","AT5G61090","Polynucleotidyl transferase, ribonuclease H-like superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:836230]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1432",1432,"AT5G64970","1432.1","AT5G64970","AT5G64970","Mitochondrial substrate carrier family protein [Source:NCBI gene (formerly Entrezgene);Acc:836621]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1433",1433,"AT5G53430","1433.1","AT5G53430","SDG29","SET domain group 29 [Source:NCBI gene (formerly Entrezgene);Acc:835424]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1434",1434,"AT5G56100","1434.1","AT5G56100","AT5G56100","glycine-rich protein / oleosin [Source:NCBI gene (formerly Entrezgene);Acc:835709]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1435",1435,"AT5G46230","1435.1","AT5G46230","AT5G46230","None","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1436",1436,"AT5G23405","1436.1","AT5G23405","AT5G23405","HMG-box (high mobility group) DNA-binding family protein [Source:NCBI gene (formerly Entrezgene);Acc:832406]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1437",1437,"AT5G62350","1437.1","AT5G62350","AT5G62350","Plant invertase/pectin methylesterase inhibitor superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:836356]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1438",1438,"AT5G18640","1438.1","AT5G18640","AT5G18640","alpha/beta-Hydrolases superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:831982]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1439",1439,"AT5G56170","1439.1","AT5G56170","LLG1","LORELEI-LIKE-GPI-ANCHORED PROTEIN 1 [Source:NCBI gene (formerly Entrezgene);Acc:835716]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1440",1440,"AT5G48655","1440.1","AT5G48655","AT5G48655","RING/U-box superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:834923]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1441",1441,"AT5G23760","1441.1","AT5G23760","AT5G23760","Copper transport protein family [Source:NCBI gene (formerly Entrezgene);Acc:832441]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1442",1442,"AT5G14570","1442.1","AT5G14570","NRT2.7","high affinity nitrate transporter 2.7 [Source:NCBI gene (formerly Entrezgene);Acc:831308]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1443",1443,"AT5G07700","1443.1","AT5G07700","MYB76","myb domain protein 76 [Source:NCBI gene (formerly Entrezgene);Acc:830663]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1444",1444,"AT5G08200","1444.1","AT5G08200","AT5G08200","peptidoglycan-binding LysM domain-containing protein [Source:NCBI gene (formerly Entrezgene);Acc:830716]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1445",1445,"AT5G48530","1445.1","AT5G48530","AT5G48530","None","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1446",1446,"AT5G25810","1446.1","AT5G25810","tny","Integrase-type DNA-binding superfamily protein [Source:NCBI gene (formerly Entrezgene);Acc:832650]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1447",1447,"AT5G67270","1447.1","AT5G67270","EB1C","end binding protein 1C [Source:NCBI gene (formerly Entrezgene);Acc:836862]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1448",1448,"AT5G27290","1448.1","AT5G27290","AT5G27290","stress regulated protein [Source:NCBI gene (formerly Entrezgene);Acc:832787]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1449",1449,"AT5G44574","1449.1","AT5G44574","AT5G44574","transmembrane protein [Source:NCBI gene (formerly Entrezgene);Acc:5008299]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION,WIKIGENE"
"1450",1450,"AT5G15537","1450.1","AT5G15537","AT5G15537","transmembrane protein [Source:NCBI gene (formerly Entrezgene);Acc:28721161]","ARRAYEXPRESS,ENSG,ENTREZGENE,KNETMINER_ARA,WIKIGENE"
"1451",1451,"AT5G36910","1451.1","AT5G36910","THI2.2","thionin 2.2 [Source:NCBI gene (formerly Entrezgene);Acc:833659]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
"1452",1452,"AT5G64940","1452.1","AT5G64940","ATH13","ABC2 homolog 13 [Source:NCBI gene (formerly Entrezgene);Acc:836618]","ARRAYEXPRESS,ENSG,KNETMINER_ARA,NASC_GENE_ID_ACC,TAIR_LOCUS,TAIR_TRANSLATION"
